0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
0,0
1,6
1,6
1,6
1,1
1,1
1,1
1,1
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,1
1,6
1,6
1,1
1,1
1,6
1,6
1,1
1,6
1,6
1,6
1,6
1,1
1,6
1,1
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,6
1,1
1,1
1,6
1,6
1,6
1,6
2,6
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
2,2
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
3,3
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
4,4
5,6
5,5
5,5
5,5
5,5
5,5
5,5
5,6
5,5
5,6
5,5
5,5
5,5
5,5
5,5
5,6
5,5
5,5
5,5
5,5
5,6
5,5
5,5
5,5
5,6
5,5
5,5
5,5
5,5
5,5
5,6
5,5
5,5
5,6
5,5
5,5
5,5
5,5
5,5
5,6
5,6
5,5
