100,21,15,12,17,9,10,28,
100,24,15,19,17,9,10,28,
100,42,15,19,18,9,10,30,
100,48,15,19,18,9,10,30,
10,0,15,48,18,9,10,42,
110,24,15,7,17,9,8,28,
110,42,15,7,18,9,8,30,
110,48,15,7,18,9,8,30,
120,24,15,7,17,3,8,24,
120,42,15,7,17,3,8,24,
120,48,15,7,17,4,8,24,
120,56,15,14,17,5,8,29,
130,24,15,7,17,3,8,24,
130,42,15,7,17,3,8,24,
130,48,15,7,17,4,8,24,
130,56,15,14,17,5,8,29,
130,62,15,14,17,5,8,29,
140,24,15,7,17,3,8,24,
140,42,15,7,17,3,8,24,
140,48,15,7,17,4,8,24,
140,56,15,14,17,5,8,29,
140,62,15,14,17,5,8,29,
140,67,15,14,18,5,8,29,
30,0,15,48,18,9,10,42,
50,0,15,43,18,9,10,42,
50,21,15,43,18,9,10,42,
50,24,15,44,18,9,10,42,
60,0,15,43,17,9,10,42,
60,21,15,43,17,9,10,42,
60,24,15,44,17,9,10,42,
70,0,15,24,17,9,10,42,
70,21,15,24,17,9,10,42,
70,24,15,28,17,9,10,42,
80,0,15,24,17,9,10,32,
80,21,15,24,17,9,10,36,
80,24,15,28,17,9,10,36,
90,0,15,12,17,9,10,32,
90,21,15,12,17,9,10,36,
90,24,15,19,17,9,10,36,
90,42,15,19,18,9,10,37,
